2.760299999999999727e+02 1.737274959412906699e-45
2.760340348634863403e+02 1.783725551847050506e-45
2.760380697269726511e+02 1.831412053114719579e-45
2.760421045904590187e+02 1.880367184791242135e-45
2.760461394539453863e+02 1.930624530465336049e-45
2.760501743174316971e+02 1.982218558335910037e-45
2.760542091809180647e+02 2.035184644398447927e-45
2.760582440444044323e+02 2.089559096229376479e-45
2.760622789078907431e+02 2.145379177396987221e-45
2.760663137713771107e+02 2.202683132509105615e-45
2.760703486348634783e+02 2.261510212906440683e-45
2.760743834983497891e+02 2.321900703032564644e-45
2.760784183618361567e+02 2.383895947491463854e-45
2.760824532253225243e+02 2.447538378802225533e-45
2.760864880888088351e+02 2.512871545884487881e-45
2.760905229522952027e+02 2.579940143286285026e-45
2.760945578157815703e+02 2.648790041164564424e-45
2.760985926792678811e+02 2.719468316054909552e-45
2.761026275427542487e+02 2.792023282442712285e-45
2.761066624062406163e+02 2.866504525147298214e-45
2.761106972697269271e+02 2.942962932557839933e-45
2.761147321332132947e+02 3.021450730735029908e-45
2.761187669966996623e+02 3.102021518390097678e-45
2.761228018601859731e+02 3.184730302783937836e-45
2.761268367236723407e+02 3.269633536560686909e-45
2.761308715871587083e+02 3.356789155528677776e-45
2.761349064506450190e+02 3.446256617434854912e-45
2.761389413141313867e+02 3.538096941747984590e-45
2.761429761776177543e+02 3.632372750464858482e-45
2.761470110411040650e+02 3.729148309988965481e-45
2.761510459045904327e+02 3.828489574098430163e-45
2.761550807680768003e+02 3.930464228018191090e-45
2.761591156315631110e+02 4.035141733650203213e-45
2.761631504950494786e+02 4.142593375979703671e-45
2.761671853585358463e+02 4.252892310673328143e-45
2.761712202220221570e+02 4.366113612927796880e-45
2.761752550855085246e+02 4.482334327587712521e-45
2.761792899489948923e+02 4.601633520550816996e-45
2.761833248124812030e+02 4.724092331522456024e-45
2.761873596759675706e+02 4.849794028140743619e-45
2.761913945394539383e+02 4.978824061491243146e-45
2.761954294029402490e+02 5.111270123078350457e-45
2.761994642664266166e+02 5.247222203276282925e-45
2.762034991299129842e+02 5.386772651280007449e-45
2.762075339933992950e+02 5.530016236628690192e-45
2.762115688568856626e+02 5.677050212326395828e-45
2.762156037203720302e+02 5.827974379581986740e-45
2.762196385838583410e+02 5.982891154246314783e-45
2.762236734473447086e+02 6.141905634973873434e-45
2.762277083108310762e+02 6.305125673131774933e-45
2.762317431743173870e+02 6.472661944541404796e-45
2.762357780378037546e+02 6.644628023081168621e-45
2.762398129012901222e+02 6.821140456175316585e-45
2.762438477647764330e+02 7.002318842261010975e-45
2.762478826282628006e+02 7.188285910264444428e-45
2.762519174917491682e+02 7.379167601112190328e-45
2.762559523552354790e+02 7.575093151378606939e-45
2.762599872187218466e+02 7.776195179100643079e-45
2.762640220822082142e+02 7.982609771790891582e-45
2.762680569456945250e+02 8.194476576754334564e-45
2.762720918091808926e+02 8.411938893746043907e-45
2.762761266726672602e+02 8.635143770000241363e-45
2.762801615361535710e+02 8.864242097746798692e-45
2.762841963996399386e+02 9.099388714253392093e-45
2.762882312631263062e+02 9.340742504427624669e-45
2.762922661266126170e+02 9.588466506103533645e-45
2.762963009900989846e+02 9.842728018054098145e-45
