# # Collected L.Higgins ESRF ID20 Feb/2023
5.200000000000000000e+02 1.357135041561939582e-05 1.832436623772082385e-06
5.202000000000000455e+02 1.271430891401231788e-05 1.776922431417915504e-06
5.203999999999999773e+02 1.197248885981936511e-05 1.790965711734315846e-06
5.206000000000000227e+02 9.063643943683604483e-06 1.747877718116797041e-06
5.208000000000000682e+02 6.280872851167090972e-06 1.711410732241347432e-06
5.210000000000000000e+02 1.016476232804333526e-05 1.764762032507860567e-06
5.212000000000000455e+02 4.910022469793622947e-06 1.797759296096046455e-06
5.213999999999999773e+02 1.581422529806970510e-06 1.792123839550185949e-06
5.216000000000000227e+02 1.029845725912132966e-06 1.779303943294507917e-06
5.218000000000000682e+02 -2.909156999046747329e-06 1.708016384327493142e-06
5.220000000000000000e+02 -1.344384251984729098e-06 1.740653601700614672e-06
5.222000000000000455e+02 1.742010058999461891e-06 1.788511553968419321e-06
5.223999999999999773e+02 -1.301984767393437378e-07 1.762694637363892980e-06
5.226000000000000227e+02 -9.252772718926834550e-07 1.762995452736504376e-06
5.228000000000000682e+02 -1.004223380065400427e-06 1.741775349728413858e-06
5.230000000000000000e+02 3.949928372633541764e-07 1.764004082360770553e-06
5.232000000000000455e+02 -3.082158944728345890e-06 1.709791490611678455e-06
5.233999999999999773e+02 -3.533726580461318714e-06 1.713956294224772137e-06
5.236000000000000227e+02 -1.038243919242686202e-07 1.780418983798881527e-06
5.238000000000000682e+02 -2.437492645653875829e-06 1.722887532196182292e-06
5.240000000000000000e+02 -2.000868866784802401e-07 1.769255845829320606e-06
5.242000000000000455e+02 -1.283183896422498212e-06 1.748861564010439906e-06
5.243999999999999773e+02 -8.184259002906322578e-07 1.754791469465999398e-06
5.246000000000000227e+02 -3.403123660387269748e-06 1.693068270469666459e-06
5.248000000000000682e+02 1.481586166103172355e-06 1.775309669937996659e-06
5.250000000000000000e+02 4.383684058216079414e-07 1.761383828124962747e-06
5.252000000000000455e+02 -1.507441990928439824e-06 1.729220684865140356e-06
5.253999999999999773e+02 -1.537709932919718262e-06 1.731734528220840730e-06
5.256000000000000227e+02 -9.002142946147627996e-07 1.725959009490907192e-06
5.258000000000000682e+02 1.235109672889447038e-06 1.764156877470668405e-06
5.260000000000000000e+02 -8.978707573102859816e-07 1.728066536088590510e-06
5.262000000000000455e+02 -3.109955607085500653e-06 1.687197482169722207e-06
5.263999999999999773e+02 -4.134263701082872746e-06 1.662945464886433911e-06
5.265999999999999091e+02 -1.224246297748920044e-06 1.713267920422367752e-06
5.268000000000000682e+02 1.997286775602588041e-06 1.770163407854852267e-06
5.270000000000000000e+02 -1.799978622393476747e-06 1.699930749055056367e-06
5.272000000000000455e+02 -1.775043635028413663e-07 1.725167066979338415e-06
5.273999999999999773e+02 2.162768098297121336e-06 1.760472514433786273e-06
5.275999999999999091e+02 -3.387807621154577159e-06 1.664065734985342715e-06
5.278000000000000682e+02 -2.192346267967107886e-06 1.694343040981038939e-06
5.280000000000000000e+02 -1.921379050032068626e-06 1.709104139990813565e-06
5.282000000000000455e+02 -3.149663144040920821e-06 1.673540282354224473e-06
5.283999999999999773e+02 -2.569088651243622043e-06 1.680977788964810316e-06
5.285999999999999091e+02 -8.619844135949149277e-07 1.710077413008548319e-06
5.288000000000000682e+02 -4.603774505990479698e-08 1.714898075988458004e-06
5.290000000000000000e+02 -3.384381471496487903e-06 1.667457013354578521e-06
5.292000000000000455e+02 -2.303920839703162680e-06 1.690567842160817236e-06
5.293999999999999773e+02 -6.882844984223358462e-07 1.708076752038323320e-06
5.295999999999999091e+02 2.627634122375079690e-06 1.764034891493793111e-06
