2.751689404395316956e+02 3.494889593528394123e-03 1.797078828853104142e+03
2.762296500728650130e+02 4.663330265729112578e-03 1.797342845689523983e+03
2.771803336395314545e+02 6.268031280033295460e-03 1.757026090099897147e+03
2.782197216728648641e+02 1.412010329170668155e-03 1.737067845662119453e+03
2.783780875728650130e+02 2.810707129025855067e-03 1.751239394292132602e+03
2.784850211395314545e+02 6.297902083265360940e-03 1.793997839230630234e+03
2.785810498061982798e+02 1.017517508360800405e-03 1.722502311424295385e+03
2.786967724561982322e+02 -2.197857281408213681e-03 1.674603932122261313e+03
2.788002880395312673e+02 4.870393076357573681e-03 1.775228058171567227e+03
2.788959912061982322e+02 6.492693008015165690e-04 1.716008691722467802e+03
2.789938102061981340e+02 6.704952253493198788e-03 1.791020468700638048e+03
2.790820263395314100e+02 9.693733213017863282e-04 1.710674286007040337e+03
2.791648714395317370e+02 2.679544649375184551e-03 1.736135076513002559e+03
2.792609000395314069e+02 5.932479737906018458e-03 1.780567272520108872e+03
2.793383740061981371e+02 4.497387775669305088e-03 1.764915851709299204e+03
2.794269157061983719e+02 3.739657856156528015e-04 1.703904753795238321e+03
2.795154573395314515e+02 3.803918736707004311e-03 1.750318212212483104e+03
2.796036735061982768e+02 2.034252536145669810e-03 1.724245771102612935e+03
2.796922151728649624e+02 6.694951713809363381e-04 1.706059444957236565e+03
2.797918245061979974e+02 1.819861431994425349e-03 1.721124876794303873e+03
2.798803662061982322e+02 4.337158676060326457e-03 1.755235738635837606e+03
2.799689078728649179e+02 2.273558763367440616e-03 1.721194364442773121e+03
2.800701448228646768e+02 1.496219684973078279e-03 1.712078682965540338e+03
2.801713818395316480e+02 2.115421873683395737e-03 1.719373702363685197e+03
2.802820589395317370e+02 6.453130855602132177e-03 1.773895649088095297e+03
2.804002229895316418e+02 2.088459903266469408e-03 1.713380638911650976e+03
2.805219677561981371e+02 5.683131517115760922e-03 1.760570662427926436e+03
2.806490836395314545e+02 5.929412442194914590e-04 1.688249564884379652e+03
2.807761995061979974e+02 2.741203033609709849e-04 1.684182933947588481e+03
2.808868766228649179e+02 5.175330862945914934e-03 1.754103201880081997e+03
2.809900667395316418e+02 2.957499977110297773e-03 1.720689153657930319e+03
2.810860954061984671e+02 3.679472716043574732e-05 1.675639127258589497e+03
2.811746370395315466e+02 -1.197480163791446450e-03 1.652475639919881587e+03
2.812688753061981402e+02 4.735168237510037348e-03 1.740506041120232567e+03
2.813406526895317370e+02 3.068132716146809713e-03 1.716699710746503570e+03
2.814291943395316480e+02 4.897757624465377824e-03 1.742427264496046064e+03
2.815141552728649117e+02 3.588844532392068687e-03 1.718502432927684140e+03
2.815913036895314576e+02 4.946954884621546089e-03 1.739554518042060181e+03
2.816782177728649117e+02 8.068922940314554593e-03 1.781056589105973444e+03
2.817687125561981816e+02 5.331869715206966065e-03 1.741254106297807084e+03
2.818497672228647275e+02 3.286765960875639991e-03 1.710623007660294434e+03
2.819490511061982829e+02 2.265885498703879009e-03 1.699195408253484857e+03
2.820486604895316418e+02 2.802941640811476565e-03 1.704569670407246122e+03
2.821411084228651021e+02 3.744343583450125690e-03 1.712936073392156459e+03
2.822478792061980926e+02 7.124922212428635993e-03 1.752375011127766584e+03
2.823603466728648641e+02 3.558124188360371754e-03 1.682895063910446879e+03
