2.750799585585973546e+02 6.081021835311631318e-03 2.882769677373475588e+03
2.761409937085973070e+02 -2.719846022751042092e-03 2.613792158432767792e+03
2.770997339335972356e+02 -6.620463359643204149e-03 2.407943797027834535e+03
2.781307398085973546e+02 3.507565133893594811e-04 2.667976206809628366e+03
2.782908960585973546e+02 -6.360190731145437537e-04 2.619906834069903198e+03
2.783961206585972832e+02 -2.470157050557447720e-03 2.555845301873926928e+03
2.785013452585972118e+02 2.336156476269279914e-03 2.697003619234139933e+03
2.786146265335974022e+02 3.699044888099550787e-04 2.641172654348837568e+03
2.787139917335971404e+02 -3.827680720771442502e-03 2.517261584678965392e+03
2.788136011335973308e+02 8.497397224424621531e-04 2.649135851022718725e+03
2.789132105085973308e+02 -3.163111861752207488e-04 2.610559212983411726e+03
2.789959741585971642e+02 4.718379352693855000e-04 2.635129604252807439e+03
2.790814233835972118e+02 2.820282094165349474e-03 2.702552158401119414e+03
2.791729761085971404e+02 -4.295469715020483470e-04 2.600213704289783891e+03
2.792506128335971880e+02 3.232464549061085657e-03 2.701649348307821583e+03
2.793389917585973308e+02 2.471206334825823414e-04 2.622395800612461699e+03
2.794386011085971404e+02 -1.924862736315750833e-03 2.554681293343674952e+03
2.795157495835974260e+02 3.181329628895224193e-03 2.697837607885742727e+03
2.796041284585971880e+02 2.223190717612892608e-03 2.666316841810044934e+03
2.797122827585972118e+02 3.419845430771215056e-04 2.615314826561774225e+03
2.797952905835973070e+02 1.941504707017434328e-03 2.658209588160932981e+03
2.798863550085970928e+02 9.844768259372263519e-04 2.629445648056390382e+03
2.799915796335972118e+02 2.933974962583657531e-03 2.678808498978944954e+03
2.800828882335972594e+02 2.052920452530249129e-03 2.653804296180510391e+03
2.801961694835972594e+02 4.948170197459217379e-04 2.608348007563125066e+03
2.803179956835974735e+02 -4.811665254495639532e-05 2.581682452635314803e+03
2.804368921585974022e+02 4.720122357914545430e-03 2.726301052148906365e+03
2.805670191085973784e+02 4.437098899267383212e-03 2.707095114612568523e+03
2.806910425085970928e+02 1.197875927621827596e-04 2.584281671672138145e+03
2.808016382585974497e+02 2.420140403146031627e-03 2.648371485093970477e+03
2.809097925335972832e+02 -1.956828835978648151e-03 2.520196636062609286e+03
2.809981714335972356e+02 3.127527041475647307e-03 2.664553786976045103e+03
2.810950952585972118e+02 5.461208547099617727e-03 2.723174244698533585e+03
2.811890894085972832e+02 3.468989508367478769e-04 2.579726090660157752e+03
2.812611108835972118e+02 4.414420372734415010e-04 2.581216691036498560e+03
2.813441187085973070e+02 1.306941558381326252e-03 2.604637650299529014e+03
2.814298120585972356e+02 5.408528377220389594e-04 2.580163083096460014e+03
2.815074487835972832e+02 3.517317201219422040e-03 2.664662167955822952e+03
2.815931421585974022e+02 -1.006734837173395292e-04 2.556450018127797193e+03
2.816815210585973546e+02 1.799027044340831272e-04 2.562467260942961730e+03
2.817618433085972356e+02 1.141845195926083356e-03 2.590213422151838586e+03
2.818609644085972832e+02 1.870959021469158212e-03 2.607305913096330187e+03
2.819605737835972832e+02 4.080443063218266997e-03 2.668882576889083794e+03
2.820548120585972356e+02 9.351783102292607341e-04 2.575780547728390957e+03
2.821597925335972832e+02 4.295610805613719885e-04 2.550706470475055994e+03
2.822789331585972832e+02 2.463448023322399594e-03 2.595200741475711311e+03
2.823814722335973784e+02 2.385492794033973463e-03 2.570113054615047076e+03
2.825003687085973070e+02 3.961023039285520297e-03 2.606871754143814996e+03
2.825999780835973070e+02 2.257785286962764315e-03 2.578524482926415203e+03
2.827215601085972594e+02 -5.932457688356401748e-04 2.502650669165999716e+03
2.828407007335972594e+02 3.219446151031639392e-03 2.606174519216350745e+03
2.829320093335973070e+02 1.682332228774667537e-03 2.560694564012194860e+03
2.830426050335972832e+02 5.640521158946983082e-03 2.672832135348802694e+03
2.831532007585974497e+02 1.397502068966299804e-03 2.555996743555646390e+03
2.832445093085971166e+02 1.398502777319204915e-03 2.554080480361023547e+03
