2.753600000000000136e+02 1.244708814189285292e-47
2.753656888688868776e+02 1.293949639095776966e-47
2.753713777377737983e+02 1.345129380091267116e-47
2.753770666066606623e+02 1.398324024317539629e-47
2.753827554755475830e+02 1.453612522652286811e-47
2.753884443444344470e+02 1.511076904738807459e-47
2.753941332133213677e+02 1.570802398467313135e-47
2.753998220822082317e+02 1.632877554060993502e-47
2.754055109510950956e+02 1.697394372961610626e-47
2.754111998199820164e+02 1.764448441684432782e-47
2.754168886888688803e+02 1.834139070838668877e-47
2.754225775577558011e+02 1.906569439519312845e-47
2.754282664266426650e+02 1.981846745259122154e-47
2.754339552955295858e+02 2.060082359776074627e-47
2.754396441644164497e+02 2.141391990715469744e-47
2.754453330333033705e+02 2.225895849640788812e-47
2.754510219021902344e+02 2.313718826488046689e-47
2.754567107710770983e+02 2.404990670756618066e-47
2.754623996399640191e+02 2.499846179674398740e-47
2.754680885088508830e+02 2.598425393612146201e-47
2.754737773777378038e+02 2.700873799035615200e-47
2.754794662466246677e+02 2.807342539259578006e-47
2.754851551155115885e+02 2.917988633333835502e-47
2.754908439843984524e+02 3.032975203339681082e-47
2.754965328532853164e+02 3.152471710452231728e-47
2.755022217221722372e+02 3.276654200076878470e-47
2.755079105910591011e+02 3.405705556417951869e-47
2.755135994599460219e+02 3.539815766853846390e-47
2.755192883288328858e+02 3.679182196462027087e-47
2.755249771977198066e+02 3.824009873123162261e-47
2.755306660666066705e+02 3.974511783565206134e-47
2.755363549354935913e+02 4.130909180811936829e-47
2.755420438043804552e+02 4.293431903424333896e-47
2.755477326732673191e+02 4.462318707033529211e-47
2.755534215421542399e+02 4.637817608596484587e-47
2.755591104110411038e+02 4.820186243874967193e-47
2.755647992799280246e+02 5.009692238662801700e-47
2.755704881488148885e+02 5.206613594240874688e-47
2.755761770177018093e+02 5.411239087661320958e-47
2.755818658865886732e+02 5.623868687365865130e-47
2.755875547554755371e+02 5.844813984785022040e-47
2.755932436243624579e+02 6.074398642478794213e-47
2.755989324932493219e+02 6.312958859468691140e-47
2.756046213621362426e+02 6.560843854441997581e-47
2.756103102310231066e+02 6.818416367451889509e-47
2.756159990999100273e+02 7.086053180893359327e-47
